MeterName,MeterCategory,MeterSubCategory,SKU,Offering,License,Version,Region,Rate
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32 v3,Standard,BYOL,v3,US West 2,1471.68
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32 v3,Standard,BYOL,v3,US East,1471.68
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32 v3,Standard,Windows,v3,EU North,2721.44
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32 v3,Standard,Windows,v3,US East,2546.24
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32 v3,Standard,Windows,v3,US West 2,2546.24
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32 v3,Standard,BYOL,v3,EU North,1646.8799999999999
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32 v3,Standard,BYOL,v3,US East 2,1553.44
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32 v3,Standard,Windows,v3,US East 2,2628
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32 v3,Standard,BYOL,v3,AP Southeast,1868.8
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32 v3,Standard,BYOL,v3,EU West,1868.8
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32 v3,Standard,Windows,v3,AP Southeast,2943.36
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32 v3,Standard,Windows,v3,EU West,2943.36
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32s v3,Standard,Windows,v3,AP East,3025.12
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32s v3,Standard,BYOL,v3,AP East,1950.5600000000002
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32s v3,Standard,BYOL,v3,US West,1635.2
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32s v3,Standard,Windows,v3,US West,2709.76
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32s v3,Standard,BYOL,v3,US West 2,1471.68
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32s v3,Standard,BYOL,v3,US East,1471.68
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32s v3,Standard,Windows,v3,EU North,2721.44
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32s v3,Standard,Windows,v3,US East,2546.24
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32s v3,Standard,Windows,v3,US West 2,2546.24
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32s v3,Standard,BYOL,v3,EU North,1646.8799999999999
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32s v3,Standard,BYOL,v3,US East 2,1553.44
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32s v3,Standard,Windows,v3,US East 2,2628
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32s v3,Standard,BYOL,v3,AP Southeast,1868.8
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series,E32s v3,Standard,BYOL,v3,EU West,1868.8
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32s v3,Standard,Windows,v3,AP Southeast,2943.36
E32 v3/E32s v3,Virtual Machines,Ev3/ESv3 Series Windows,E32s v3,Standard,Windows,v3,EU West,2943.36
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4 v3,Standard,Windows,v3,AP East,378.14
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4 v3,Standard,BYOL,v3,AP East,243.82000000000002
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4 v3,Standard,Windows,v3,EU North,340.18
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4 v3,Standard,Windows,v3,US West 2,318.28
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4 v3,Standard,BYOL,v3,US East,183.96
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4 v3,Standard,BYOL,v3,US West 2,183.96
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4 v3,Standard,Windows,v3,US East,318.28
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4 v3,Standard,BYOL,v3,EU North,205.85999999999999
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4 v3,Standard,BYOL,v3,US East 2,194.18
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4 v3,Standard,Windows,v3,US East 2,328.5
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4 v3,Standard,Windows,v3,AP Southeast,367.92
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4 v3,Standard,Windows,v3,EU West,367.92
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4 v3,Standard,BYOL,v3,AP Southeast,233.6
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4 v3,Standard,BYOL,v3,US West,216.07999999999998
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4 v3,Standard,Windows,v3,US West,350.4
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4 v3,Standard,BYOL,v3,EU West,233.6
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48 v3,Standard,BYOL,v3,AP East,2925.84
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48 v3,Standard,Windows,v3,AP East,4537.68
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48 v3,Standard,BYOL,v3,EU West,2662.31
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48 v3,Standard,BYOL,v3,EU North,2470.3199999999997
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48 v3,Standard,Windows,v3,EU West,4274.150000000001
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48 v3,Standard,Windows,v3,AP Southeast,4415.04
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48 v3,Standard,BYOL,v3,US East 2,2207.52
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48 v3,Standard,BYOL,v3,AP Southeast,2803.2
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48 v3,Standard,Windows,v3,EU North,4082.16
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48 v3,Standard,BYOL,v3,US West,2452.7999999999997
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48 v3,Standard,BYOL,v3,US East,2207.52
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48 v3,Standard,Windows,v3,US East,3819.36
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48 v3,Standard,Windows,v3,US West 2,3819.36
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48 v3,Standard,Windows,v3,US West,4064.64
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48 v3,Standard,BYOL,v3,US West 2,2207.52
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48 v3,Standard,Windows,v3,US East 2,3819.36
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48s v3,Standard,BYOL,v3,AP East,2925.84
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48s v3,Standard,Windows,v3,AP East,4537.68
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48s v3,Standard,BYOL,v3,EU West,2662.31
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48s v3,Standard,BYOL,v3,EU North,2470.3199999999997
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48s v3,Standard,Windows,v3,EU West,4274.150000000001
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48s v3,Standard,Windows,v3,AP Southeast,4415.04
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48s v3,Standard,BYOL,v3,US East 2,2207.52
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48s v3,Standard,BYOL,v3,AP Southeast,2803.2
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48s v3,Standard,Windows,v3,EU North,4082.16
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48s v3,Standard,BYOL,v3,US West,2452.7999999999997
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48s v3,Standard,BYOL,v3,US East,2207.52
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48s v3,Standard,Windows,v3,US East,3819.36
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48s v3,Standard,Windows,v3,US West 2,3819.36
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48s v3,Standard,Windows,v3,US West,4064.64
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series,E48s v3,Standard,BYOL,v3,US West 2,2207.52
E48 v3/E48s v3,Virtual Machines,Ev3/ESv3 Series Windows,E48s v3,Standard,Windows,v3,US East 2,3819.36
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4s v3,Standard,Windows,v3,AP East,378.14
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4s v3,Standard,BYOL,v3,AP East,243.82000000000002
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4s v3,Standard,Windows,v3,EU North,340.18
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4s v3,Standard,Windows,v3,US West 2,318.28
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4s v3,Standard,BYOL,v3,US East,183.96
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4s v3,Standard,BYOL,v3,US West 2,183.96
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4s v3,Standard,Windows,v3,US East,318.28
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4s v3,Standard,BYOL,v3,EU North,205.85999999999999
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4s v3,Standard,BYOL,v3,US East 2,194.18
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4s v3,Standard,Windows,v3,US East 2,328.5
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4s v3,Standard,Windows,v3,AP Southeast,367.92
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4s v3,Standard,Windows,v3,EU West,367.92
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4s v3,Standard,BYOL,v3,AP Southeast,233.6
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4s v3,Standard,BYOL,v3,US West,216.07999999999998
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series Windows,E4s v3,Standard,Windows,v3,US West,350.4
E4 v3/E4s v3,Virtual Machines,Ev3/ESv3 Series,E4s v3,Standard,BYOL,v3,EU West,233.6
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64 v3,Standard,BYOL,v3,AP East,3511.2999999999997
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64 v3,Standard,Windows,v3,AP East,5660.42
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64 v3,Standard,Windows,v3,US West,5092.48
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64 v3,Standard,Windows,v3,US West 2,4798.29
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64 v3,Standard,Windows,v3,EU West,5343.6
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64 v3,Standard,BYOL,v3,US West,2943.36
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64 v3,Standard,BYOL,v3,EU North,2964.5299999999997
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64 v3,Standard,Windows,v3,US East,4798.29
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64 v3,Standard,Windows,v3,US East 2,4798.29
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64 v3,Standard,BYOL,v3,EU West,3194.48
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64 v3,Standard,BYOL,v3,US East 2,2649.17
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64 v3,Standard,BYOL,v3,US West 2,2649.17
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64 v3,Standard,Windows,v3,EU North,5113.65
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64 v3,Standard,BYOL,v3,AP Southeast,3364.57
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64 v3,Standard,BYOL,v3,US East,2649.17
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64 v3,Standard,Windows,v3,AP Southeast,5513.69
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64i v3,Standard,BYOL,v3,AP East,3511.2999999999997
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64i v3,Standard,Windows,v3,AP East,5660.42
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64i v3,Standard,BYOL,v3,US West,2943.36
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64i v3,Standard,Windows,v3,EU North,5113.65
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64i v3,Standard,Windows,v3,US West 2,4798.29
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64i v3,Standard,BYOL,v3,US West 2,2649.17
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64i v3,Standard,BYOL,v3,US East,2649.17
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64i v3,Standard,BYOL,v3,US East 2,2649.17
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64i v3,Standard,BYOL,v3,EU West,3194.48
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64i v3,Standard,BYOL,v3,AP Southeast,3364.57
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64i v3,Standard,Windows,v3,US West,5092.48
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64i v3,Standard,Windows,v3,US East 2,4798.29
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64i v3,Standard,Windows,v3,AP Southeast,5513.69
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64i v3,Standard,BYOL,v3,EU North,2964.5299999999997
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64i v3,Standard,Windows,v3,EU West,5343.6
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64i v3,Standard,Windows,v3,US East,4798.29
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64is v3,Standard,BYOL,v3,AP East,3511.2999999999997
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64is v3,Standard,Windows,v3,AP East,5660.42
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64is v3,Standard,BYOL,v3,US West,2943.36
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64is v3,Standard,Windows,v3,EU North,5113.65
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64is v3,Standard,Windows,v3,US West 2,4798.29
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64is v3,Standard,BYOL,v3,US West 2,2649.17
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64is v3,Standard,BYOL,v3,US East,2649.17
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64is v3,Standard,BYOL,v3,US East 2,2649.17
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64is v3,Standard,BYOL,v3,EU West,3194.48
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64is v3,Standard,BYOL,v3,AP Southeast,3364.57
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64is v3,Standard,Windows,v3,US West,5092.48
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64is v3,Standard,Windows,v3,US East 2,4798.29
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64is v3,Standard,Windows,v3,AP Southeast,5513.69
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series,E64is v3,Standard,BYOL,v3,EU North,2964.5299999999997
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64is v3,Standard,Windows,v3,EU West,5343.6
E64i v3/E64is v3,Virtual Machines,Ev3/ESv3 Series Windows,E64is v3,Standard,Windows,v3,US East,4798.29
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64s v3,Standard,BYOL,v3,AP East,3511.2999999999997
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64s v3,Standard,Windows,v3,AP East,5660.42
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64s v3,Standard,Windows,v3,US West,5092.48
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64s v3,Standard,Windows,v3,US West 2,4798.29
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64s v3,Standard,Windows,v3,EU West,5343.6
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64s v3,Standard,BYOL,v3,US West,2943.36
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64s v3,Standard,BYOL,v3,EU North,2964.5299999999997
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64s v3,Standard,Windows,v3,US East,4798.29
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64s v3,Standard,Windows,v3,US East 2,4798.29
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64s v3,Standard,BYOL,v3,EU West,3194.48
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64s v3,Standard,BYOL,v3,US East 2,2649.17
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64s v3,Standard,BYOL,v3,US West 2,2649.17
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64s v3,Standard,Windows,v3,EU North,5113.65
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64s v3,Standard,BYOL,v3,AP Southeast,3364.57
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series,E64s v3,Standard,BYOL,v3,US East,2649.17
E64 v3/E64s v3,Virtual Machines,Ev3/ESv3 Series Windows,E64s v3,Standard,Windows,v3,AP Southeast,5513.69
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8 v3,Standard,Windows,v3,AP East,756.28
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8 v3,Standard,BYOL,v3,AP East,487.64000000000004
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8 v3,Standard,Windows,v3,US West,677.44
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8 v3,Standard,BYOL,v3,US West,408.8
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8 v3,Standard,BYOL,v3,US East,367.92
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8 v3,Standard,Windows,v3,EU North,680.36
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8 v3,Standard,BYOL,v3,US West 2,367.92
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8 v3,Standard,Windows,v3,US East,636.56
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8 v3,Standard,Windows,v3,US West 2,636.56
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8 v3,Standard,BYOL,v3,EU North,411.71999999999997
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8 v3,Standard,Windows,v3,US East 2,657
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8 v3,Standard,BYOL,v3,US East 2,388.36
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8 v3,Standard,Windows,v3,AP Southeast,735.84
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8 v3,Standard,BYOL,v3,AP Southeast,467.2
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8 v3,Standard,BYOL,v3,EU West,467.2
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8 v3,Standard,Windows,v3,EU West,735.84
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8s v3,Standard,Windows,v3,AP East,756.28
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8s v3,Standard,BYOL,v3,AP East,487.64000000000004
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8s v3,Standard,Windows,v3,US West,677.44
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8s v3,Standard,BYOL,v3,US West,408.8
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8s v3,Standard,BYOL,v3,US East,367.92
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8s v3,Standard,Windows,v3,EU North,680.36
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8s v3,Standard,BYOL,v3,US West 2,367.92
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8s v3,Standard,Windows,v3,US East,636.56
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8s v3,Standard,Windows,v3,US West 2,636.56
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8s v3,Standard,BYOL,v3,EU North,411.71999999999997
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8s v3,Standard,Windows,v3,US East 2,657
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8s v3,Standard,BYOL,v3,US East 2,388.36
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8s v3,Standard,Windows,v3,AP Southeast,735.84
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8s v3,Standard,BYOL,v3,AP Southeast,467.2
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series,E8s v3,Standard,BYOL,v3,EU West,467.2
E8 v3/E8s v3,Virtual Machines,Ev3/ESv3 Series Windows,E8s v3,Standard,Windows,v3,EU West,735.84
NC12s v3,Virtual Machines,NCSv3 Series Windows,NC12s v3,Standard,Windows,v3,US West 2,4877.568
NC12s v3,Virtual Machines,NCSv3 Series,NC12s v3,Standard,BYOL,v3,AP Southeast,6181.64
NC12s v3,Virtual Machines,NCSv3 Series Windows,NC12s v3,Standard,Windows,v3,AP Southeast,6584.599999999999
NC12s v3,Virtual Machines,NCSv3 Series Windows,NC12s v3,Standard,Windows,v3,EU West,5984.54
NC12s v3,Virtual Machines,NCSv3 Series,NC12s v3,Standard,BYOL,v3,EU West,5581.58
NC12s v3,Virtual Machines,NCSv3 Series,NC12s v3,Standard,BYOL,v3,US West 2,4467.6
NC12s v3,Virtual Machines,NCSv3 Series,NC12s v3,Standard,BYOL,v3,US East 2,4467.6
NC12s v3,Virtual Machines,NCSv3 Series Windows,NC12s v3,Standard,Windows,v3,US East 2,4877.568
NC12s v3,Virtual Machines,NCSv3 Series Windows,NC12s v3,Standard,Windows,v3,US East,5004.88
NC12s v3,Virtual Machines,NCSv3 Series,NC12s v3,Standard,BYOL,v3,US East,4467.6
NC24rs v3,Virtual Machines,NCSv3 Series Windows,NC24rs v3,Standard,Windows,v3,US West 2,10648.655999999999
NC24rs v3,Virtual Machines,NCSv3 Series Windows,NC24rs v3,Standard,Windows,v3,EU West,13166.28
NC24rs v3,Virtual Machines,NCSv3 Series Windows,NC24rs v3,Standard,Windows,v3,AP Southeast,14486.12
NC24rs v3,Virtual Machines,NCSv3 Series,NC24rs v3,Standard,BYOL,v3,EU West,12279.330000000002
NC24rs v3,Virtual Machines,NCSv3 Series,NC24rs v3,Standard,BYOL,v3,AP Southeast,13599.9
NC24rs v3,Virtual Machines,NCSv3 Series,NC24rs v3,Standard,BYOL,v3,US West 2,9828.720000000001
NC24rs v3,Virtual Machines,NCSv3 Series Windows,NC24rs v3,Standard,Windows,v3,US East 2,10648.655999999999
NC24rs v3,Virtual Machines,NCSv3 Series,NC24rs v3,Standard,BYOL,v3,US East 2,9828.720000000001
NC24rs v3,Virtual Machines,NCSv3 Series,NC24rs v3,Standard,BYOL,v3,US East,9828.720000000001
NC24rs v3,Virtual Machines,NCSv3 Series Windows,NC24rs v3,Standard,Windows,v3,US East,11010.59
NC24s v3,Virtual Machines,NCSv3 Series Windows,NC24s v3,Standard,Windows,v3,US West 2,9755.136
NC24s v3,Virtual Machines,NCSv3 Series Windows,NC24s v3,Standard,Windows,v3,AP Southeast,13169.199999999999
NC24s v3,Virtual Machines,NCSv3 Series,NC24s v3,Standard,BYOL,v3,EU West,11163.16
NC24s v3,Virtual Machines,NCSv3 Series,NC24s v3,Standard,BYOL,v3,AP Southeast,12363.28
NC24s v3,Virtual Machines,NCSv3 Series Windows,NC24s v3,Standard,Windows,v3,EU West,11969.08
NC24s v3,Virtual Machines,NCSv3 Series,NC24s v3,Standard,BYOL,v3,US West 2,8935.2
NC24s v3,Virtual Machines,NCSv3 Series,NC24s v3,Standard,BYOL,v3,US East 2,8935.2
NC24s v3,Virtual Machines,NCSv3 Series Windows,NC24s v3,Standard,Windows,v3,US East 2,9755.136
NC24s v3,Virtual Machines,NCSv3 Series Windows,NC24s v3,Standard,Windows,v3,US East,10009.76
NC24s v3,Virtual Machines,NCSv3 Series,NC24s v3,Standard,BYOL,v3,US East,8935.2
NC6s v3,Virtual Machines,NCSv3 Series Windows,NC6s v3,Standard,Windows,v3,US West 2,2438.784
NC6s v3,Virtual Machines,NCSv3 Series Windows,NC6s v3,Standard,Windows,v3,EU West,2992.27
NC6s v3,Virtual Machines,NCSv3 Series,NC6s v3,Standard,BYOL,v3,AP Southeast,3090.82
NC6s v3,Virtual Machines,NCSv3 Series Windows,NC6s v3,Standard,Windows,v3,AP Southeast,3292.2999999999997
NC6s v3,Virtual Machines,NCSv3 Series,NC6s v3,Standard,BYOL,v3,EU West,2790.79
NC6s v3,Virtual Machines,NCSv3 Series,NC6s v3,Standard,BYOL,v3,US West 2,2233.8
NC6s v3,Virtual Machines,NCSv3 Series,NC6s v3,Standard,BYOL,v3,US East 2,2233.8
NC6s v3,Virtual Machines,NCSv3 Series Windows,NC6s v3,Standard,Windows,v3,US East 2,2438.784
NC6s v3,Virtual Machines,NCSv3 Series Windows,NC6s v3,Standard,Windows,v3,US East,2502.44
NC6s v3,Virtual Machines,NCSv3 Series,NC6s v3,Standard,BYOL,v3,US East,2233.8
NV12s v3,Virtual Machines,NVSv3 Series Windows,NV12s v3,Standard,Windows,v3,US West 2,1235.1599999999999
NV12s v3,Virtual Machines,NVSv3 Series,NV12s v3,Standard,BYOL,v3,US West 2,832.1999999999999
NV12s v3,Virtual Machines,NVSv3 Series,NV12s v3,Standard,BYOL,v3,AP Southeast,1160.7
